from,to
156750,156375
156875,625
156876,626
156877,156875
156878,156875
156880,630
156881,631
156882,156880
156885,156875
156886,156876
156890,156875
156900,650
156901,651
156902,156900
156905,655
156906,156875
156910,156900
156925,156875
156926,676
156930,680
156950,156875
157000,750
157001,751
157002,157000
157005,755
157006,756
157010,157000
157025,156250
157026,156251
157030,156875
157050,156275
157125,156875
157126,156876
157130,880
157150,156375
157250,156875
157500,156250
157501,156251
157502,157500
157505,156255
157506,156256
157510,157500
157525,156275
157526,156276
157530,156280
157550,157500
157625,156375
157626,156376
157630,156380
157650,156875
157750,157500
158125,156250
158126,156251
158130,156255
158150,156275
158250,156375
158750,156875
159375,3125
159376,3126
159377,159375
159378,159375
159380,3130
159381,3131
159382,159380
159385,159375
159386,159376
159390,159375
159400,3150
159401,3151
159402,159400
159405,3155
159406,159375
159410,159400
159425,159375
159426,159376
159430,159380
159450,159375
159500,3250
159501,3251
159502,159500
159505,3255
159506,3256
159510,159500
159525,3275
159526,3276
159530,159375
159550,159500
159625,159375
159626,159376
159630,3380
159650,3400
159750,159375
160000,3750
160001,3751
160002,160000
160005,3755
160006,3756
160010,160000
160025,3775
160026,3776
160030,3780
160050,160000
160125,156250
160126,156251
160130,156255
160150,159375
160250,156375
160625,159375
160626,159376
160630,159380
160650,4400
160750,156875
161250,159375
162500,156250
162501,156251
162502,162500
162505,156255
162506,156256
162510,162500
162525,156275
162526,156276
162530,156280
162550,162500
162625,156375
162626,156376
162630,156380
162650,156400
162750,162500
163125,156875
163126,156876
163130,156880
163150,156900
163250,159375
163750,162500
165625,156250
165626,156251
165630,156255
165650,156275
165750,156375
166250,156875
168750,159375
171875,15625
171876,15626
171877,171875
171878,171875
171880,15630
171881,15631
171882,171880
171885,171875
171886,171876
171890,171875
171900,15650
171901,15651
171902,171900
171905,15655
171906,171875
171910,171900
171925,171875
171926,171876
171930,171880
171950,171875
172000,15750
172001,15751
172002,172000
172005,15755
172006,15756
172010,172000
172025,15775
172026,15776
172030,171875
172050,172000
172125,171875
172126,171876
172130,171880
172150,171900
172250,171875
172500,16250
172501,16251
172502,172500
172505,16255
172506,16256
172510,172500
172525,16275
172526,16276
172530,16280
172550,172500
172625,16375
172626,16376
172630,16380
172650,171875
172750,172500
173125,171875
173126,171876
173130,171880
173150,16900
173250,17000
173750,171875
175000,78125
175001,78126
175002,78127
175005,78130
175006,78131
175010,78135
175025,78150
175026,78151
175030,78155
175050,78175
175125,78250
175126,78251
175130,78255
175150,78275
175250,78375
175625,156250
175626,156251
175630,156255
175650,156275
175750,171875
176250,156875
178125,81250
178126,81251
178130,81255
178150,81275
178250,81375
178750,159375
181250,171875
187500,156250
187501,156251
187502,187500
187505,156255
187506,156256
187510,187500
187525,156275
187526,156276
187530,156280
187550,187500
187625,156375
187626,156376
187630,156380
187650,156400
187750,187500
188125,156875
188126,156876
188130,156880
188150,156900
188250,157000
188750,187500
190625,93750
190626,93751
190630,93755
190650,93775
190750,93875
191250,171875
193750,96875
203125,156250
203126,156251
203130,156255
203150,156275
203250,156375
203750,156875
206250,159375
218750,171875
234375,0
234376,1
234377,2
234378,234375
234380,5
234381,6
234382,7
234385,10
234386,11
234390,234375
234400,25
234401,26
234402,27
234405,30
234406,31
234410,35
234425,50
234426,51
234430,55
234450,234375
234500,125
234501,126
234502,127
234505,130
234506,131
234510,135
234525,150
234526,151
234530,155
234550,175
234625,250
234626,251
234630,255
234650,275
234750,234375
235000,625
235001,626
235002,627
235005,630
235006,631
235010,635
235025,650
235026,651
235030,655
235050,675
235125,750
235126,751
235130,755
235150,775
235250,875
235625,1250
235626,1251
235630,1255
235650,1275
235750,1375
236250,234375
237500,3125
237501,3126
237502,3127
237505,3130
237506,3131
237510,3135
237525,3150
237526,3151
237530,3155
237550,3175
237625,3250
237626,3251
237630,3255
237650,3275
237750,3375
238125,3750
238126,3751
238130,3755
238150,3775
238250,3875
238750,4375
240625,6250
240626,6251
240630,6255
240650,6275
240750,6375
241250,6875
243750,234375
250000,15625
250001,15626
250002,15627
250005,15630
250006,15631
250010,15635
250025,15650
250026,15651
250030,15655
250050,15675
250125,15750
250126,15751
250130,15755
250150,15775
250250,15875
250625,16250
250626,16251
250630,16255
250650,16275
250750,16375
251250,16875
253125,18750
253126,18751
253130,18755
253150,18775
253250,18875
253750,19375
256250,21875
265625,31250
265626,31251
265630,31255
265650,31275
265750,31375
266250,31875
268750,34375
281250,234375
312500,78125
312501,78126
312502,78127
312505,78130
312506,78131
312510,78135
312525,78150
312526,78151
312530,78155
312550,78175
312625,78250
312626,78251
312630,78255
312650,78275
312750,78375
313125,78750
313126,78751
313130,78755
313150,78775
313250,78875
313750,79375
315625,81250
315626,81251
315630,81255
315650,81275
315750,81375
316250,81875
318750,84375
328125,93750
328126,93751
328130,93755
328150,93775
328250,93875
328750,94375
331250,96875
343750,109375
390627,390625
390628,390625
390629,390626
390631,390625
390632,390630
390633,390630
390634,390631
390635,390625
390636,390626
390637,390635
390638,390635
390640,390625
390641,390626
390642,390627
390645,390630
390646,390631
390651,390625
390652,390650
390653,390650
390654,390651
390655,390625
390656,390625
390657,390626
390658,390655
390660,390650
390661,390630
390662,390631
390665,390650
390666,390651
390670,390655
390675,390625
390676,390626
390677,390675
390678,390675
390680,390630
390681,390650
390682,390651
390685,390675
390686,390655
390690,390675
390700,390625
390701,390626
390702,390627
390705,390630
390706,390631
390710,390635
390725,390650
390726,390651
390730,390655
390752,390750
390753,390750
390754,390751
390755,390625
390756,390626
390757,390755
390758,390755
390760,390750
390761,390631
390762,390760
390765,390750
390766,390751
390770,390755
390775,390625
390776,390750
390777,390775
390778,390775
390780,390625
390781,390750
390782,390751
390785,390630
390786,390755
390790,390775
390800,390750
390801,390775
390802,390800
390805,390650
390806,390775
390810,390655
390825,390750
390826,390751
390830,390755
390850,390775
390875,390625
390876,390626
390877,390875
390878,390875
390880,390630
390881,390631
390882,390880
390885,390875
390886,390876
390890,390875
390900,390650
390901,390651
390902,390900
390905,390750
390906,390875
390910,390755
390925,390875
390926,390876
390930,390775
390950,390875
391000,390625
391001,390626
391002,390627
391005,390630
391006,390631
391010,390635
391025,390650
391026,390651
391030,390655
391050,390675
391125,390750
391126,390751
391130,390755
391150,390775
391252,391250
391253,391250
391254,391251
391256,391250
391257,391255
391258,391255
391260,391250
391261,391251
391262,391260
391265,391250
391266,391251
391270,391255
391275,390625
391276,391250
391277,391275
391278,391275
391280,390630
391281,391250
391282,391251
391285,391275
391286,391255
391290,391275
391300,391250
391301,391275
391302,391300
391305,390655
391306,391275
391310,391300
391325,391250
391326,391251
391330,391255
391350,391275
391375,390625
391376,390626
391377,391375
391378,391375
391380,391250
391381,391375
391382,391380
391385,391375
391386,391376
391390,391375
391400,390625
391401,390626
391402,390627
391405,391250
391406,391375
391410,391255
391425,390650
391426,390651
391430,391275
391450,391375
391500,391250
391501,391251
391502,391500
391505,391375
391506,391256
391510,391500
391525,390750
391526,390751
391530,391375
391550,390775
391625,391250
391626,391251
391630,391255
391650,391275
391750,391375
391875,390625
391876,390626
391877,391875
391878,391875
391880,390630
391881,390631
391882,391880
391885,391875
391886,391876
391890,391875
391900,390650
391901,390651
391902,391900
391905,390655
391906,391875
391910,391900
391925,391875
391926,391876
391930,391880
391950,391875
392000,390750
392001,390751
392002,392000
392005,390755
392006,390756
392010,392000
392025,391250
392026,391251
392030,391875
392050,391275
392125,391875
392126,391876
392130,391880
392150,391375
392250,391875
392500,390625
392501,390626
392502,390627
392505,390630
392506,390631
392510,390635
392525,390650
392526,390651
392530,390655
392550,390675
392625,390750
392626,390751
392630,390755
392650,390775
392750,390875
393125,391250
393126,391251
393130,391255
393150,391275
393250,391375
393752,393750
393753,393750
393754,393751
393756,393750
393757,393755
393758,393755
393760,393750
393761,393751
393762,393760
393765,393750
393766,393751
393770,393755
393776,393750
393777,393775
393778,393775
393780,393750
393781,393750
393782,393751
393785,393775
393786,393755
393790,393775
393800,393750
393801,393751
393802,393800
393805,393755
393806,393775
393810,393800
393825,393750
393826,393751
393830,393755
393850,393775
393875,390625
393876,390626
393877,393875
393878,393875
393880,393750
393881,390631
393882,393880
393885,393875
393886,393876
393890,393875
393900,390650
393901,393875
393902,393900
393905,393750
393906,393875
393910,393755
393925,393875
393926,393876
393930,393775
393950,393875
394000,393750
394001,393751
394002,394000
394005,393875
394006,393756
394010,394000
394025,390775
394026,393776
394030,393875
394050,394000
394125,393750
394126,393751
394130,393755
394150,393775
394250,393875
394375,390625
394376,390626
394377,394375
394378,394375
394380,390630
394381,394375
394382,394380
394385,394375
394386,394376
394390,394375
394400,393750
394401,394375
394402,394400
394405,394375
394406,394375
394410,394400
394425,394375
394426,394376
394430,394380
394450,394375
394500,390625
394501,390626
394502,390627
394505,390630
394506,390631
394510,390635
394525,393750
394526,393751
394530,394375
394550,393775
394625,390750
394626,390751
394630,390755
394650,393875
394750,394375
395000,393750
395001,393751
395002,395000
395005,393755
395006,393756
395010,395000
395025,394375
395026,393776
395030,393780
395050,395000
395125,391250
395126,391251
395130,391255
395150,394375
395250,391375
395625,393750
395626,393751
395630,393755
395650,393775
395750,393875
396250,394375
396875,390625
396876,390626
396877,396875
396878,396875
396880,390630
396881,390631
396882,396880
396885,396875
396886,396876
396890,396875
396900,390650
396901,390651
396902,396900
396905,390655
396906,396875
396910,396900
396925,396875
396926,396876
396930,396880
396950,396875
397000,390750
397001,390751
397002,397000
397005,390755
397006,390756
397010,397000
397025,390775
397026,390776
397030,396875
397050,397000
397125,396875
397126,396876
397130,396880
397150,396900
397250,396875
397500,391250
397501,391251
397502,397500
397505,391255
397506,391256
397510,397500
397525,391275
397526,391276
397530,391280
397550,397500
397625,393750
397626,393751
397630,393755
397650,396875
397750,393875
398125,396875
398126,396876
398130,396880
398150,396900
398250,394375
398750,396875
400000,390625
400001,390626
400002,390627
400005,390630
400006,390631
400010,390635
400025,390650
400026,390651
400030,390655
400050,390675
400125,390750
400126,390751
400130,390755
400150,390775
400250,390875
400625,391250
400626,391251
400630,391255
400650,391275
400750,391375
401250,391875
403125,393750
403126,393751
403130,393755
403150,393775
403250,393875
403750,394375
406250,0
406251,1
406252,406250
406253,406250
406254,406251
406255,5
406256,6
406257,406255
406258,406255
406260,406250
406261,406251
406262,406260
406265,406250
406266,406251
406270,406255
406275,25
406276,406250
406277,406275
406278,406275
406280,30
406281,406250
406282,406251
406285,406275
406286,406255
406290,406275
406300,406250
406301,406251
406302,406300
406305,406255
406306,406275
406310,406300
406325,406250
406326,406251
406330,406255
406350,406275
406375,125
406376,126
406377,406375
406378,406375
406380,406250
406381,406251
406382,406380
406385,406375
406386,406256
406390,406375
406400,150
406401,406375
406402,406400
406405,406250
406406,406375
406410,406255
406425,406375
406426,406400
406430,406275
406450,406375
406500,406250
406501,406251
406502,406500
406505,406255
406506,406256
406510,406500
406525,406275
406526,406276
406530,406375
406550,406500
406625,406250
406626,406251
406630,406255
406650,406275
406750,406375
406875,390625
406876,390626
406877,406875
406878,406875
406880,390630
406881,390631
406882,406880
406885,406875
406886,406876
406890,406875
406900,406250
406901,406875
406902,406900
406905,406255
406906,406875
406910,406900
406925,406875
406926,406900
406930,406280
406950,406875
407000,750
407001,751
407002,407000
407005,406875
407006,756
407010,407000
407025,406250
407026,406251
407030,406875
407050,406275
407125,406875
407126,406876
407130,407000
407150,406375
407250,406875
407500,406250
407501,406251
407502,407500
407505,406255
407506,406256
407510,407500
407525,406275
407526,406276
407530,406280
407550,407500
407625,406375
407626,406376
407630,406380
407650,406875
407750,407500
408125,406250
408126,406251
408130,406255
408150,406275
408250,406375
408750,406875
409375,3125
409376,3126
409377,409375
409378,409375
409380,3130
409381,3131
409382,409380
409385,409375
409386,409376
409390,409375
409400,3150
409401,409375
409402,409400
409405,3155
409406,409375
409410,409400
409425,409375
409426,409376
409430,409380
409450,409375
409500,406250
409501,406251
409502,409500
409505,409375
409506,406256
409510,409500
409525,406275
409526,409500
409530,409375
409550,409500
409625,409375
409626,409376
409630,409500
409650,406400
409750,409375
410000,390625
410001,390626
410002,390627
410005,390630
410006,390631
410010,390635
410025,390650
410026,390651
410030,390655
410050,390675
410125,406250
410126,406251
410130,406255
410150,409375
410250,406375
410625,391250
410626,391251
410630,391255
410650,391275
410750,406875
411250,409375
412500,406250
412501,406251
412502,412500
412505,406255
412506,406256
412510,412500
412525,406275
412526,406276
412530,406280
412550,412500
412625,406375
412626,406376
412630,406380
412650,406400
412750,412500
413125,393750
413126,393751
413130,393755
413150,393775
413250,409375
413750,394375
415625,406250
415626,406251
415630,406255
415650,406275
415750,406375
416250,406875
418750,409375
421875,390625
421876,390626
421877,421875
421878,421875
421880,390630
421881,390631
421882,421880
421885,421875
421886,421876
421890,421875
421900,390650
421901,390651
421902,421900
421905,390655
421906,421875
421910,421900
421925,421875
421926,421876
421930,421880
421950,421875
422000,390750
422001,390751
422002,422000
422005,390755
422006,390756
422010,422000
422025,390775
422026,390776
422030,421875
422050,422000
422125,421875
422126,421876
422130,421880
422150,421900
422250,421875
422500,406250
422501,406251
422502,422500
422505,406255
422506,406256
422510,422500
422525,391275
422526,422500
422530,406280
422550,422500
422625,391375
422626,391376
422630,422500
422650,421875
422750,422500
423125,421875
423126,421876
423130,421880
423150,422500
423250,407000
423750,421875
425000,18750
425001,18751
425002,425000
425005,18755
425006,18756
425010,425000
425025,18775
425026,425000
425030,18780
425050,425000
425125,393875
425126,393876
425130,425000
425150,18900
425250,425000
425625,406250
425626,406251
425630,406255
425650,406275
425750,421875
426250,406875
428125,421875
428126,421876
428130,421880
428150,421900
428250,425000
428750,409375
431250,421875
437500,390625
437501,390626
437502,390627
437505,390630
437506,390631
437510,390635
437525,390650
437526,390651
437530,390655
437550,390675
437625,390750
437626,390751
437630,390755
437650,390775
437750,390875
438125,391250
438126,391251
438130,391255
438150,391275
438250,391375
438750,391875
440625,393750
440626,393751
440630,393755
440650,393775
440750,393875
441250,394375
443750,396875
453125,406250
453126,406251
453130,406255
453150,406275
453250,406375
453750,406875
456250,409375
468750,0
468751,1
468752,468750
468753,468750
468754,468751
468755,5
468756,468750
468757,468755
468758,468755
468760,468750
468761,468751
468762,468760
468765,468750
468766,468751
468770,468755
468775,25
468776,468750
468777,468775
468778,468775
468780,468750
468781,468750
468782,468751
468785,468775
468786,468755
468790,468775
468800,468750
468801,468751
468802,468800
468805,468755
468806,468775
468810,468800
468825,468750
468826,468751
468830,468755
468850,468775
468875,125
468876,126
468877,468875
468878,468875
468880,468750
468881,468751
468882,468880
468885,468875
468886,468756
468890,468875
468900,468750
468901,468875
468902,468900
468905,468750
468906,468875
468910,468755
468925,468875
468926,468900
468930,468775
468950,468875
469000,468750
469001,468751
469002,469000
469005,468755
469006,468756
469010,469000
469025,468775
469026,468776
469030,468875
469050,469000
469125,468750
469126,468751
469130,468755
469150,468775
469250,468875
469375,625
469376,626
469377,469375
469378,469375
469380,630
469381,469375
469382,469380
469385,469375
469386,469376
469390,469375
469400,468750
469401,469375
469402,469400
469405,468755
469406,469375
469410,469400
469425,469375
469426,469400
469430,468780
469450,469375
469500,468750
469501,468751
469502,469500
469505,469375
469506,469500
469510,469500
469525,468750
469526,468751
469530,469375
469550,468775
469625,469375
469626,469376
469630,469500
469650,468875
469750,469375
470000,468750
470001,468751
470002,470000
470005,468755
470006,468756
470010,470000
470025,468775
470026,468776
470030,468780
470050,470000
470125,468875
470126,468876
470130,468880
470150,469375
470250,470000
470625,468750
470626,468751
470630,468755
470650,468775
470750,468875
471250,469375
471875,390625
471876,390626
471877,471875
471878,471875
471880,390630
471881,390631
471882,471880
471885,471875
471886,471876
471890,471875
471900,390650
471901,471875
471902,471900
471905,390655
471906,471875
471910,471900
471925,471875
471926,471876
471930,471880
471950,471875
472000,468750
472001,468751
472002,472000
472005,471875
472006,468756
472010,472000
472025,468775
472026,472000
472030,471875
472050,472000
472125,471875
472126,471876
472130,472000
472150,468900
472250,471875
472500,468750
472501,468751
472502,472500
472505,468755
472506,472500
472510,472500
472525,471875
472526,472500
472530,472500
472550,472500
472625,468750
472626,468751
472630,468755
472650,471875
472750,468875
473125,471875
473126,471876
473130,471880
473150,472500
473250,469375
473750,471875
475000,468750
475001,468751
475002,475000
475005,468755
475006,468756
475010,475000
475025,468775
475026,468776
475030,468780
475050,475000
475125,468875
475126,468876
475130,468880
475150,468900
475250,475000
475625,469375
475626,469376
475630,469380
475650,469400
475750,471875
476250,475000
478125,468750
478126,468751
478130,468755
478150,468775
478250,468875
478750,469375
481250,471875
484375,0
484376,1
484377,2
484378,484375
484380,5
484381,6
484382,7
484385,10
484386,11
484390,484375
484400,25
484401,26
484402,27
484405,30
484406,484375
484410,35
484425,50
484426,51
484430,55
484450,484375
484500,125
484501,126
484502,127
484505,130
484506,131
484510,135
484525,150
484526,151
484530,484375
484550,175
484625,250
484626,251
484630,255
484650,275
484750,484375
485000,625
485001,626
485002,627
485005,630
485006,631
485010,635
485025,650
485026,651
485030,655
485050,675
485125,750
485126,751
485130,755
485150,484375
485250,875
485625,1250
485626,1251
485630,1255
485650,1275
485750,1375
486250,484375
487500,390625
487501,390626
487502,390627
487505,390630
487506,390631
487510,390635
487525,390650
487526,390651
487530,390655
487550,390675
487625,390750
487626,390751
487630,390755
487650,390775
487750,390875
488125,468750
488126,468751
488130,468755
488150,468775
488250,484375
488750,469375
490625,393750
490626,393751
490630,393755
490650,393775
490750,393875
491250,471875
493750,484375
500000,15625
500001,15626
500002,15627
500005,15630
500006,15631
500010,15635
500025,15650
500026,15651
500030,15655
500050,15675
500125,15750
500126,15751
500130,15755
500150,15775
500250,15875
500625,16250
500626,16251
500630,16255
500650,16275
500750,16375
501250,16875
503125,406250
503126,406251
503130,406255
503150,406275
503250,406375
503750,484375
506250,409375
515625,468750
515626,468751
515630,468755
515650,468775
515750,468875
516250,469375
518750,471875
531250,484375
546875,390625
546876,390626
546877,546875
546878,546875
546880,390630
546881,390631
546882,546880
546885,546875
546886,546876
546890,546875
546900,390650
546901,390651
546902,546900
546905,390655
546906,546875
546910,546900
546925,546875
546926,546876
546930,546880
546950,546875
547000,390750
547001,390751
547002,547000
547005,390755
547006,390756
547010,547000
547025,390775
547026,390776
547030,546875
547050,547000
547125,546875
547126,546876
547130,546880
547150,546900
547250,546875
547500,391250
547501,391251
547502,547500
547505,391255
547506,391256
547510,547500
547525,391275
547526,391276
547530,391280
547550,547500
547625,391375
547626,391376
547630,391380
547650,546875
547750,547500
548125,546875
548126,546876
548130,546880
548150,546900
548250,547000
548750,546875
550000,468750
550001,468751
550002,550000
550005,468755
550006,468756
550010,550000
550025,468775
550026,550000
550030,468780
550050,550000
550125,393875
550126,393876
550130,550000
550150,468900
550250,550000
550625,394375
550626,394376
550630,394380
550650,550000
550750,546875
551250,550000
553125,546875
553126,546876
553130,546880
553150,546900
553250,550000
553750,472500
556250,546875
562500,78125
562501,78126
562502,78127
562505,78130
562506,78131
562510,78135
562525,78150
562526,78151
562530,78155
562550,78175
562625,78250
562626,78251
562630,78255
562650,78275
562750,78375
563125,78750
563126,78751
563130,78755
563150,78775
563250,78875
563750,79375
565625,468750
565626,468751
565630,468755
565650,468775
565750,468875
566250,546875
568750,471875
578125,93750
578126,93751
578130,93755
578150,93775
578250,93875
578750,94375
581250,484375
593750,546875
625000,390625
625001,390626
625002,390627
625005,390630
625006,390631
625010,390635
625025,390650
625026,390651
625030,390655
625050,390675
625125,390750
625126,390751
625130,390755
625150,390775
625250,390875
625625,391250
625626,391251
625630,391255
625650,391275
625750,391375
626250,391875
628125,393750
628126,393751
628130,393755
628150,393775
628250,393875
628750,394375
631250,396875
640625,406250
640626,406251
640630,406255
640650,406275
640750,406375
641250,406875
643750,409375
656250,421875
703125,468750
703126,468751
703130,468755
703150,468775
703250,468875
703750,469375
706250,471875
718750,484375
781250,0
781251,1
781252,781250
781253,781250
781254,781251
781255,5
781256,6
781257,781255
781258,781255
781260,781250
781261,781251
781262,781260
781265,781250
781266,781251
781270,781255
781275,25
781276,26
781277,781275
781278,781275
781280,30
781281,781250
781282,781251
781285,781275
781286,781255
781290,781275
781300,781250
781301,781251
781302,781300
781305,781255
781306,781275
781310,781300
781325,781250
781326,781251
781330,781255
781350,781275
781375,125
781376,126
781377,781375
781378,781375
781380,130
781381,131
781382,781380
781385,781375
781386,136
781390,781375
781400,150
781401,151
781402,781400
781405,781250
781406,781375
781410,781255
781425,781375
781426,176
781430,781275
781450,781375
781500,781250
781501,781251
781502,781500
781505,781255
781506,781256
781510,781500
781525,781275
781526,781276
781530,781375
781550,781500
781625,781250
781626,781251
781630,781255
781650,781275
781750,781375
781875,625
781876,626
781877,781875
781878,781875
781880,630
781881,631
781882,781880
781885,781875
781886,781876
781890,781875
781900,650
781901,651
781902,781900
781905,655
781906,781875
781910,781900
781925,781875
781926,676
781930,680
781950,781875
782000,750
782001,751
782002,782000
782005,755
782006,756
782010,782000
782025,781250
782026,781251
782030,781875
782050,781275
782125,781875
782126,781876
782130,880
782150,781375
782250,781875
782500,781250
782501,781251
782502,782500
782505,781255
782506,781256
782510,782500
782525,781275
782526,781276
782530,781280
782550,782500
782625,781375
782626,781376
782630,781380
782650,781875
782750,782500
783125,781250
783126,781251
783130,781255
783150,781275
783250,781375
783750,781875
784375,3125
784376,3126
784377,784375
784378,784375
784380,3130
784381,3131
784382,784380
784385,784375
784386,784376
784390,784375
784400,3150
784401,3151
784402,784400
784405,3155
784406,784375
784410,784400
784425,784375
784426,784376
784430,784380
784450,784375
784500,3250
784501,3251
784502,784500
784505,3255
784506,3256
784510,784500
784525,3275
784526,3276
784530,784375
784550,784500
784625,784375
784626,784376
784630,3380
784650,3400
784750,784375
785000,3750
785001,3751
785002,785000
785005,3755
785006,3756
785010,785000
785025,3775
785026,3776
785030,3780
785050,785000
785125,781250
785126,781251
785130,781255
785150,784375
785250,781375
785625,784375
785626,784376
785630,784380
785650,4400
785750,781875
786250,784375
787500,781250
787501,781251
787502,787500
787505,781255
787506,781256
787510,787500
787525,781275
787526,781276
787530,781280
787550,787500
787625,781375
787626,781376
787630,781380
787650,781400
787750,787500
788125,781875
788126,781876
788130,781880
788150,781900
788250,784375
788750,787500
790625,781250
790626,781251
790630,781255
790650,781275
790750,781375
791250,781875
793750,784375
796875,15625
796876,15626
796877,796875
796878,796875
796880,15630
796881,15631
796882,796880
796885,796875
796886,796876
796890,796875
796900,15650
796901,15651
796902,796900
796905,15655
796906,796875
796910,796900
796925,796875
796926,796876
796930,796880
796950,796875
797000,15750
797001,15751
797002,797000
797005,15755
797006,15756
797010,797000
797025,15775
797026,15776
797030,796875
797050,797000
797125,796875
797126,796876
797130,796880
797150,796900
797250,796875
797500,16250
797501,16251
797502,797500
797505,16255
797506,16256
797510,797500
797525,16275
797526,16276
797530,16280
797550,797500
797625,16375
797626,16376
797630,16380
797650,796875
797750,797500
798125,796875
798126,796876
798130,796880
798150,16900
798250,17000
798750,796875
800000,18750
800001,18751
800002,800000
800005,18755
800006,18756
800010,800000
800025,18775
800026,18776
800030,18780
800050,800000
800125,18875
800126,18876
800130,18880
800150,18900
800250,800000
800625,781250
800626,781251
800630,781255
800650,781275
800750,796875
801250,781875
803125,796875
803126,796876
803130,796880
803150,796900
803250,22000
803750,784375
806250,796875
812500,781250
812501,781251
812502,812500
812505,781255
812506,781256
812510,812500
812525,781275
812526,781276
812530,781280
812550,812500
812625,781375
812626,781376
812630,781380
812650,781400
812750,812500
813125,781875
813126,781876
813130,781880
813150,781900
813250,782000
813750,812500
815625,784375
815626,784376
815630,784380
815650,784400
815750,784500
816250,796875
818750,812500
828125,781250
828126,781251
828130,781255
828150,781275
828250,781375
828750,781875
831250,784375
843750,796875
859375,78125
859376,78126
859377,859375
859378,859375
859380,78130
859381,78131
859382,859380
859385,859375
859386,859376
859390,859375
859400,78150
859401,78151
859402,859400
859405,78155
859406,859375
859410,859400
859425,859375
859426,859376
859430,859380
859450,859375
859500,78250
859501,78251
859502,859500
859505,78255
859506,78256
859510,859500
859525,78275
859526,78276
859530,859375
859550,859500
859625,859375
859626,859376
859630,859380
859650,859400
859750,859375
860000,78750
860001,78751
860002,860000
860005,78755
860006,78756
860010,860000
860025,78775
860026,78776
860030,78780
860050,860000
860125,78875
860126,78876
860130,78880
860150,859375
860250,860000
860625,859375
860626,859376
860630,859380
860650,859400
860750,859500
861250,859375
862500,81250
862501,81251
862502,862500
862505,81255
862506,81256
862510,862500
862525,81275
862526,81276
862530,81280
862550,862500
862625,81375
862626,81376
862630,81380
862650,81400
862750,862500
863125,81875
863126,81876
863130,81880
863150,81900
863250,859375
863750,862500
865625,859375
865626,859376
865630,859380
865650,859400
865750,84500
866250,85000
868750,859375
875000,390625
875001,390626
875002,390627
875005,390630
875006,390631
875010,390635
875025,390650
875026,390651
875030,390655
875050,390675
875125,390750
875126,390751
875130,390755
875150,390775
875250,390875
875625,391250
875626,391251
875630,391255
875650,391275
875750,391375
876250,391875
878125,781250
878126,781251
878130,781255
878150,781275
878250,781375
878750,859375
881250,784375
890625,406250
890626,406251
890630,406255
890650,406275
890750,406375
891250,406875
893750,796875
906250,859375
937500,781250
937501,781251
937502,937500
937505,781255
937506,781256
937510,937500
937525,781275
937526,781276
937530,781280
937550,937500
937625,781375
937626,781376
937630,781380
937650,781400
937750,937500
938125,781875
938126,781876
938130,781880
938150,781900
938250,782000
938750,937500
940625,784375
940626,784376
940630,784380
940650,784400
940750,784500
941250,785000
943750,937500
953125,468750
953126,468751
953130,468755
953150,468775
953250,468875
953750,469375
956250,859375
968750,484375
1015625,781250
1015626,781251
1015630,781255
1015650,781275
1015750,781375
1016250,781875
1018750,784375
1031250,796875
1093750,859375
1171875,0
1171876,1
1171877,2
1171878,1171875
1171880,5
1171881,6
1171882,7
1171885,10
1171886,11
1171890,1171875
1171900,25
1171901,26
1171902,27
1171905,30
1171906,31
1171910,35
1171925,50
1171926,51
1171930,55
1171950,1171875
1172000,125
1172001,126
1172002,127
1172005,130
1172006,131
1172010,135
1172025,150
1172026,151
1172030,155
1172050,175
1172125,250
1172126,251
1172130,255
1172150,275
1172250,1171875
1172500,625
1172501,626
1172502,627
1172505,630
1172506,631
1172510,635
1172525,650
1172526,651
1172530,655
1172550,675
1172625,750
1172626,751
1172630,755
1172650,775
1172750,875
1173125,1250
1173126,1251
1173130,1255
1173150,1275
1173250,1375
1173750,1171875
1175000,3125
1175001,3126
1175002,3127
1175005,3130
1175006,3131
1175010,3135
1175025,3150
1175026,3151
1175030,3155
1175050,3175
1175125,3250
1175126,3251
1175130,3255
1175150,3275
1175250,3375
1175625,3750
1175626,3751
1175630,3755
1175650,3775
1175750,3875
1176250,4375
1178125,6250
1178126,6251
1178130,6255
1178150,6275
1178250,6375
1178750,6875
1181250,1171875
1187500,15625
1187501,15626
1187502,15627
1187505,15630
1187506,15631
1187510,15635
1187525,15650
1187526,15651
1187530,15655
1187550,15675
1187625,15750
1187626,15751
1187630,15755
1187650,15775
1187750,15875
1188125,16250
1188126,16251
1188130,16255
1188150,16275
1188250,16375
1188750,16875
1190625,18750
1190626,18751
1190630,18755
1190650,18775
1190750,18875
1191250,19375
1193750,21875
1203125,31250
1203126,31251
1203130,31255
1203150,31275
1203250,31375
1203750,31875
1206250,34375
1218750,1171875
1250000,78125
1250001,78126
1250002,78127
1250005,78130
1250006,78131
1250010,78135
1250025,78150
1250026,78151
1250030,78155
1250050,78175
1250125,78250
1250126,78251
1250130,78255
1250150,78275
1250250,78375
1250625,78750
1250626,78751
1250630,78755
1250650,78775
1250750,78875
1251250,79375
1253125,81250
1253126,81251
1253130,81255
1253150,81275
1253250,81375
1253750,81875
1256250,84375
1265625,93750
1265626,93751
1265630,93755
1265650,93775
1265750,93875
1266250,94375
1268750,96875
1281250,109375
1328125,156250
1328126,156251
